route_id,stop_sequence,stop_id,stop_name,match_status,candidate_activity_id,candidate_name,score,decision,reviewer,reviewed_at,notes
12,12,bus-hotel-vidi-jakal-f9ee9a87,TPB Hotel Vidi Jakal,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'Vidi' or 'Hotel Vidi' record exists in activity_stop_catalog.csv anywhere on this stretch of Jl. Kaliurang; genuine field-survey gap."
3B,30,bus-hotel-vidi-jakal-f9ee9a87,TPB Hotel Vidi Jakal,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'Vidi' or 'Hotel Vidi' record exists in activity_stop_catalog.csv anywhere on this stretch of Jl. Kaliurang; genuine field-survey gap."
4A,23,bus-hotel-vidi-jakal-f9ee9a87,TPB Hotel Vidi Jakal,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'Vidi' or 'Hotel Vidi' record exists in activity_stop_catalog.csv anywhere on this stretch of Jl. Kaliurang; genuine field-survey gap."
12,15,bus-pasar-kolombo-69cbcaf2,Pasar Kolombo,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'Pasar Kolombo'/'Kolombo' market record exists in activity_stop_catalog.csv -- the only Colombo-named catalog entries (Jl. Colombo UNY / UNY Colombo) sit ~1.5km away on the opposite, UNY/Gejayan end of Jl. Colombo, a different physical stop; genuine field-survey gap."
12,47,bus-pasar-kolombo-e-853be528,Pasar Kolombo (Timur),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"Same as Pasar Kolombo (Barat): no 'Pasar Kolombo'/'Kolombo' market record exists in activity_stop_catalog.csv, and the only Colombo-named entries are ~1.5km away near UNY, a different physical stop; genuine field-survey gap."
12,3,bus-prayan-e-d22ce9c8,Prayan (Timur),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'Prayan' record of any kind exists in activity_stop_catalog.csv; genuine field-survey gap."
4A,28,bus-prayan-e-d22ce9c8,Prayan (Timur),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'Prayan' record of any kind exists in activity_stop_catalog.csv; genuine field-survey gap."
12,59,bus-prayan-w-756ecdc4,Prayan (Barat),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'Prayan' record of any kind exists in activity_stop_catalog.csv; genuine field-survey gap."
4B,18,bus-prayan-w-756ecdc4,Prayan (Barat),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'Prayan' record of any kind exists in activity_stop_catalog.csv; genuine field-survey gap."
12,24,bus-pusat-rehabilitasi-yakkum-c69b76c2,Pusat Rehabilitasi YAKKUM,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'YAKKUM' or 'Rehabilitasi' record exists in activity_stop_catalog.csv; genuine field-survey gap for this UII-corridor stop."
12,38,bus-pusat-rehabilitasi-yakkum-halte-2-8dc4e258,Pusat Rehabilitasi YAKKUM (Halte 2),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"Same as the Halte 1 occurrence: no 'YAKKUM' or 'Rehabilitasi' record exists anywhere in activity_stop_catalog.csv; genuine field-survey gap."
12,28,bus-raminten-boutique-cafe-ea7b41ba,Raminten Boutique & Cafe,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'Raminten' record exists in activity_stop_catalog.csv; genuine field-survey gap."
12,34,bus-raminten-boutique-cafe-halte-2-0e5ed010,Raminten Boutique & Cafe (Halte 2),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"Same as the Halte 1 occurrence: no 'Raminten' record exists anywhere in activity_stop_catalog.csv; genuine field-survey gap."
12,2,bus-spbu-condongcatur-e-794333df,SPBU Condongcatur (Timur),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'SPBU'/fuel-station record exists anywhere in activity_stop_catalog.csv; the only nearby catalog match (Halte Trans Jogja - Halte Terminal Condongcatur) is the adjacent, already-resolved Terminal stop rather than this separate SPBU stop, so this is a genuine field-survey gap."
4A,27,bus-spbu-condongcatur-e-794333df,SPBU Condongcatur (Timur),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'SPBU'/fuel-station record exists anywhere in activity_stop_catalog.csv; the only nearby catalog match (Halte Trans Jogja - Halte Terminal Condongcatur) is the adjacent, already-resolved Terminal stop rather than this separate SPBU stop, so this is a genuine field-survey gap."
12,60,bus-spbu-condongcatur-w-a4e66ecc,SPBU Condongcatur (Barat),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'SPBU'/fuel-station record exists anywhere in activity_stop_catalog.csv on either carriageway near Terminal Condongcatur; genuine field-survey gap."
4B,19,bus-spbu-condongcatur-w-a4e66ecc,SPBU Condongcatur (Barat),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'SPBU'/fuel-station record exists anywhere in activity_stop_catalog.csv on either carriageway near Terminal Condongcatur; genuine field-survey gap."
12,4,bus-susteran-novisiat-33aaae59,Susteran Novisiat,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"The only 'Susteran' record in activity_stop_catalog.csv (Halte Susteran Jetis / A.M. Sangaji Timur) is a different convent ~2km away in central Jogja near Jl. AM Sangaji, not this Condongcatur/Sanata Dharma-area stop -- name overlap only, wrong physical location, so rejected as a genuine field-survey gap."
4A,29,bus-susteran-novisiat-33aaae59,Susteran Novisiat,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"The only 'Susteran' record in activity_stop_catalog.csv (Halte Susteran Jetis / A.M. Sangaji Timur) is a different convent ~2km away in central Jogja near Jl. AM Sangaji, not this Condongcatur/Sanata Dharma-area stop -- name overlap only, wrong physical location, so rejected as a genuine field-survey gap."
12,26,bus-uii-barat-jalan-38ce747d,UII (Barat Jalan),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'UII' named record exists anywhere in activity_stop_catalog.csv; genuine field-survey gap."
12,37,bus-uii-timur-jalan-4bb919c8,UII (Timur Jalan),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'UII' named record exists anywhere in activity_stop_catalog.csv; genuine field-survey gap."
12,21,bus-warung-sego-penyetan-banyuwangi-c614c8b7,Warung Sego Penyetan Banyuwangi,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No matching warung/restaurant record exists in activity_stop_catalog.csv under any spelling; genuine field-survey gap."
12,22,bus-wedangan-kampoeng-1ea8493d,Wedangan Kampoeng,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'Wedangan' or 'Kampoeng' record exists in activity_stop_catalog.csv; genuine field-survey gap."
12,40,bus-wedangan-kampoeng-e-ceacc5d5,Wedangan Kampoeng (Timur),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"Same as the Barat occurrence: no 'Wedangan' or 'Kampoeng' record exists anywhere in activity_stop_catalog.csv; genuine field-survey gap."
