route_id,stop_sequence,stop_id,stop_name,match_status,candidate_activity_id,candidate_name,score,decision,reviewer,reviewed_at,notes
3A,42,bus-manna-kampus-d2f38df1,TPB Manna Kampus,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,No 'Manna' record anywhere in activity_stop_catalog.csv. Genuine field-survey gap.
3A,44,bus-kantor-wilayah-djpb-f617b1d2,Kantor Wilayah DJPb,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No Ditjen Perbendaharaan/DJPb/Kanwil record near the Maguwo corridor (between the already-resolved Transmart Maguwo and Jl. Solo Maguwo stops). The only 'Kanwil' record in the catalog is 'Portable Wirogunan di Depan KANWIL DITJENPAS DIY' (Directorate General of Corrections, a different agency) at a different location entirely (Jl. Wirogunan, ~9km away). Genuine field-survey gap."
3A,47,bus-kantor-kesehatan-pelabuhan-yogya-46efdf82,Kantor Kesehatan Pelabuhan Yogya,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No Port Health Office record in the catalog. 'Halte Trans Jogja - Bina Marga' sits in roughly the right position along Jl. Ring Road Utara between Bandara Adisucipto and RRU Disnaker, but Bina Marga (Public Works/highways) is a different real government office, not evidence of the same stop - rejected rather than guessed."
3A,48,bus-rru-disnaker-eeaaa2dd,TJ RRU Disnaker,unmatched,6a8958ca478dc3b356b75f17,Halte Trans Jogja - Disnaker Trans A,,approved,user+claude-sonnet-5,2026-09-13,"Exact 'Disnaker' name match. Confirmed by route geography: sits at (110.4311, -7.7694), between the already-resolved Bandara Adisucipto (110.4361, -7.7846, seq46) and UPN Veteran Yogyakarta (110.4081, -7.7607, seq51) stops, consistent with the route's monotonic progression northwest along Jl. Ring Road Utara."
3A,49,bus-rru-instiper-2-ea07186b,Halte RRU Instiper 2,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'Instiper' record anywhere in activity_stop_catalog.csv, though the immediately adjacent RRU Disnaker and UPN Veteran stops on this same Ring Road Utara stretch are both present. Genuine field-survey gap."
3A,50,bus-polsek-depok-timur-74b977a6,TPB Polsek Depok Timur,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,No Polsek/police-station record anywhere in activity_stop_catalog.csv. Genuine field-survey gap.
3A,11,bus-bulog-970050c0,Halte Bulog,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'Bulog' record in activity_stop_catalog.csv, even though this stop's immediate route-sheet neighbors on 3A (Cik Di Tiro 1, Kridosono) are both well-surveyed in the same Kotabaru-area cluster. Genuine field-survey gap."
3B,11,bus-mt-haryono-2-sma-n-7-f2748d4c,Halte MT Haryono 2 (SMA N 7),unmatched,6a8d43e8eca288692ef3b00c,Halte SMAN 7,,approved,user+claude-sonnet-5,2026-09-13,"Exact name match: the survey record is literally named for the same school named in the route-sheet stop. Sits ~85m from the 'Halte Jokteng Kulon' cluster used for 3A's 'MT Haryono 1 (Jokteng Kulon)' stop on the same street, consistent with both being on Jl. MT Haryono served in opposite directions."
3B,37,bus-polsek-depok-timur-74b977a6,TPB Polsek Depok Timur,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,Same stop_id/evidence as the 3A occurrence - no Polsek/police-station record anywhere in activity_stop_catalog.csv.
3B,46,bus-rs-hardjolukito-9e48d6f4,RS Hardjolukito,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'Hardjolukito' record anywhere in activity_stop_catalog.csv, despite the adjacent 'Wonocatur' stop (seq47 on this same route) being present in the catalog. Genuine field-survey gap."
3B,49,bus-gedong-kuning-banguntapan-ccef67ea,Gedong Kuning Banguntapan,unmatched,6a897b8752d86e03b5188d81,Halte Gedong Kuning Banguntapan di Depan Kelurahan Banguntapan,,approved,user+claude-sonnet-5,2026-09-13,"Exact name match, essentially verbatim ('Gedong Kuning Banguntapan' in both). Straightforward pick, part of the same junction cluster as the 3A Gedong Kuning/Banguntapan/Pilar stops."
3B,51,bus-kehutanan-gedongkuning-d6464bd8,TPB Kehutanan Gedongkuning,unmatched,6a897f8e478dc3b356b78a98,"Halte Gedong Kuning di Depan Kehutanan, Balai Daerah Aliran Sungai Serayu Opak Progo",,approved,user+claude-sonnet-5,2026-09-13,"Exact name match: contains both 'Kehutanan' and 'Gedong Kuning' directly. Same Activity record also cited for 3A's plain 'Halte Gedong Kuning' stop (bus-gedong-kuning-657f51a3, seq36 on 3A), both routes evidently naming the same Jl. Gedong Kuning point from opposite directions."
4B,30,bus-bulog-970050c0,Halte Bulog,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"Same stop_id/evidence as the 3A occurrence - no 'Bulog' record in activity_stop_catalog.csv despite this area (Kridosono, PDIN C Simanjuntak) otherwise being well-surveyed."
