route_id,stop_sequence,stop_id,stop_name,match_status,candidate_activity_id,candidate_name,score,decision,reviewer,reviewed_at,notes
12,28,bus-raminten-boutique-cafe-ea7b41ba,Raminten Boutique & Cafe,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"Re-verified: no 'Raminten' record exists anywhere in activity_stop_catalog.csv under any spelling; this stop sits on the far-north UII/Pakem stretch of Jl. Kaliurang, north of the catalog's surveyed extent (no catalog row exceeds roughly lat -7.756); genuine gap."
12,34,bus-raminten-boutique-cafe-halte-2-0e5ed010,Raminten Boutique & Cafe (Halte 2),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"Re-verified: same as the Halte 1 occurrence -- no 'Raminten' record exists anywhere in the catalog, and this stretch of Jl. Kaliurang is outside the catalog's field-survey coverage entirely; genuine gap."
12,2,bus-spbu-condongcatur-e-794333df,SPBU Condongcatur (Timur),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"Re-verified: no fuel-station/SPBU record exists anywhere in activity_stop_catalog.csv; the only nearby catalog match, Halte Trans Jogja - Halte Terminal Condongcatur, is already claimed by bus-terminal-condongcatur and is a separate physical stop one segment away per bus_segments.csv's own 60s median hop; genuine gap."
4A,27,bus-spbu-condongcatur-e-794333df,SPBU Condongcatur (Timur),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"Re-verified: no fuel-station/SPBU record exists anywhere in activity_stop_catalog.csv; the only nearby catalog match, Halte Trans Jogja - Halte Terminal Condongcatur, is already claimed by bus-terminal-condongcatur and is a separate physical stop one segment away per bus_segments.csv's own 60s median hop; genuine gap."
12,60,bus-spbu-condongcatur-w-a4e66ecc,SPBU Condongcatur (Barat),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"Re-verified: no fuel-station/SPBU record exists in the catalog on either carriageway near Terminal Condongcatur; the Terminal itself is already claimed by a different stop_id, and no separate SPBU row exists; genuine gap."
4B,19,bus-spbu-condongcatur-w-a4e66ecc,SPBU Condongcatur (Barat),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"Re-verified: no fuel-station/SPBU record exists in the catalog on either carriageway near Terminal Condongcatur; the Terminal itself is already claimed by a different stop_id, and no separate SPBU row exists; genuine gap."
12,4,bus-susteran-novisiat-33aaae59,TPB Susteran Novisiat,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"Re-verified: the catalog's only 'Susteran' record (Halte Susteran Jetis / A.M. Sangaji Timur, lon 110.368/lat -7.776, already claimed) is a different convent ~2km away in central Jogja near Jl. AM Sangaji, not this Condongcatur/Sanata Dharma-area stop; name overlap only, wrong physical location; genuine gap."
4A,29,bus-susteran-novisiat-33aaae59,TPB Susteran Novisiat,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"Re-verified: the catalog's only 'Susteran' record (Halte Susteran Jetis / A.M. Sangaji Timur, lon 110.368/lat -7.776, already claimed) is a different convent ~2km away in central Jogja near Jl. AM Sangaji, not this Condongcatur/Sanata Dharma-area stop; name overlap only, wrong physical location; genuine gap."
12,26,bus-uii-barat-jalan-38ce747d,UII (Barat Jalan),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,Re-verified: no 'UII' or 'Universitas Islam Indonesia' record exists anywhere in the catalog; full-catalog geographic scan confirms field-survey coverage does not extend this far north on Jl. Kaliurang; genuine gap.
12,37,bus-uii-timur-jalan-4bb919c8,UII (Timur Jalan),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"Re-verified: same as the Barat Jalan occurrence -- no 'UII' record exists anywhere in the catalog, and this east-side platform is on the same unsurveyed far-north stretch; genuine gap."
12,21,bus-warung-sego-penyetan-banyuwangi-c614c8b7,Warung Sego Penyetan Banyuwangi,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,Re-verified: no matching warung/restaurant record exists in activity_stop_catalog.csv under any spelling; this stop is on the far-north Ngaglik stretch of Jl. Kaliurang outside the catalog's surveyed extent; genuine gap.
12,22,bus-wedangan-kampoeng-1ea8493d,Wedangan Kampoeng,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,Re-verified: no 'Wedangan' or 'Kampoeng' record exists anywhere in the catalog; same far-north Ngaglik stretch with zero field-survey coverage; genuine gap.
12,40,bus-wedangan-kampoeng-e-ceacc5d5,Wedangan Kampoeng (Timur),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,Re-verified: same as the Barat occurrence -- no 'Wedangan' or 'Kampoeng' record exists anywhere in the catalog; genuine gap.
